"id","user_id","date","original_bill_number","internal_bill_number","amount","vat_code","client_details","system_details","created_at","updated_at","deleted_at"
1359,1,"2018-12-21","2018-122104","2018-122104","-17,91",0,"Berufsverletzung, Fingerbruch / Apotheke ohne Beleg","2100 Privatentnahmen allgemein [EUR 17,91] <-- 1800 Bank [EUR 17,91]","2019-11-05 20:46:10","2019-11-05 20:46:10",NULL
1357,1,"2018-12-19","2018-121904","2018-121904","-750,00",0,"Tilgungsrate B-E4305 / Mercedes-Benz Bank AG","3190 Verbindlichkeiten gegenüber Kreditinstituten aus Teilzahlungsverträgen - Restlaufzeit 1 bis 5 Jahre [EUR 750,00] <-- 1800 Bank [EUR 750,00]","2019-11-05 20:39:56","2019-11-05 20:39:56",NULL
1356,1,"2018-12-17","2018-121706","2018-121706","-469,97",0,"34/484/00779 USt. Vorauszahlung 3.Quartal 2018","3820 Umsatzsteuer-Vorauszahlungen [EUR 469,97] <-- 1800 Bank [EUR 469,97]","2019-11-05 20:37:28","2019-11-05 20:37:28",NULL
1355,1,"2018-12-14","2018-121411","2018-121411","-16,00",0,"Privatzahlung / Bank","2100 Privatentnahmen allgemein [EUR 16,00] <-- 1800 Bank [EUR 16,00]","2019-11-05 20:35:59","2019-11-05 20:35:59",NULL
1354,1,"2018-12-03","2018-120305","2018-120305","-2,15",0,"Deutsche Post / Betriebsbedarf","6800 Porto [EUR 2,15] <-- 1800 Bank [EUR 2,15]","2019-11-05 20:32:25","2019-11-05 20:32:25",NULL
1353,1,"2018-12-03","2018-120304","2018-120304","-177,31",0,"SEPA-Lastschrift PayPal Europe (vativa4c@gmail.com)","2100 Privatentnahmen allgemein [EUR 177,31] <-- 1800 Bank [EUR 177,31]","2019-11-05 20:31:41","2019-11-05 20:31:41",NULL
1352,1,"2018-11-30","2018-113006","2018-113006","-11,20",0,"Privatzahlung / Bank","2100 Privatentnahmen allgemein [EUR 11,20] <-- 1800 Bank [EUR 11,20]","2019-11-05 20:27:53","2019-11-05 20:27:53",NULL
1351,1,"2018-11-19","2018-111901","2018-111901","-5,00",0,"Vaterschaftsanfechtung Familiengericht Pankow","2100 Privatentnahmen allgemein [EUR 5,00] <-- 1800 Bank [EUR 5,00]","2019-11-05 20:24:29","2019-11-05 20:24:29",NULL
1350,1,"2018-11-14","2018-111403","2018-111403","-129,75",0,"Vaterschaftsanfechtung Familiengericht Pankow","2100 Privatentnahmen allgemein [EUR 129,75] <-- 1800 Bank [EUR 129,75]","2019-11-05 20:23:44","2019-11-05 20:23:44",NULL
1349,1,"2018-11-20","2018-112006","2018-112006","-91,57",0,"Taxi Kfz-Versicherung B-E4305 / Zurich","6520 Kfz-Versicherungen [EUR 91,57] <-- 1800 Bank [EUR 91,57]","2019-11-05 20:21:14","2019-11-05 20:21:14",NULL
1348,1,"2018-11-20","2018-112005","2018-112005","-47,00",0,"Zurich Kfz-Versicherung B-IQ975 / Privatfahrzeug","2100 Privatentnahmen allgemein [EUR 47,00] <-- 1800 Bank [EUR 47,00]","2019-11-05 20:20:44","2019-11-05 20:20:44",NULL
1347,1,"2018-11-20","2018-112004","2018-112004","-7,50",0,"Kfz-Steuer Mahngebühr / Zurich","6855 Nebenkosten des Geldverkehrs [EUR 7,50] <-- 1800 Bank [EUR 7,50]","2019-11-05 20:19:50","2019-11-05 20:19:50",NULL
1346,1,"2018-10-24","2018-102404","2018-102404","-50,00",0,"Kfz-Steuer Privatfahrzeug B-IQ975","2150 Privatsteuern [EUR 50,00] <-- 1800 Bank [EUR 50,00]","2019-11-05 20:12:23","2019-11-05 20:12:23",NULL
1345,1,"2018-12-14","2018-121410","2018-121410","-1,18",0,"Privatzahlung / Bank","2100 Privatentnahmen allgemein [EUR 1,18] <-- 1800 Bank [EUR 1,18]","2019-11-05 20:11:19","2019-11-05 20:11:19",NULL
1344,1,"2018-12-14","2018-121409","2018-121409","-0,63",0,"Privatzahlung / Bank","2100 Privatentnahmen allgemein [EUR 0,63] <-- 1800 Bank [EUR 0,63]","2019-11-05 20:11:03","2019-11-05 20:11:03",NULL
1343,1,"2018-10-11","2018-101101","2018-101101","-0,90",0,"Privatzahlung / Bank","2100 Privatentnahmen allgemein [EUR 0,90] <-- 1800 Bank [EUR 0,90]","2019-11-05 20:08:44","2019-11-05 20:08:44",NULL
1342,1,"2018-12-05","2018-120502","2018-120502","-0,68",0,"Berechtigte Ablehnung einer autorisierten Überweisung / Deutsche Bank","6855 Nebenkosten des Geldverkehrs [EUR 0,68] <-- 1800 Bank [EUR 0,68]","2019-11-05 20:07:39","2019-11-05 20:07:39",NULL
1341,1,"2018-11-28","2018-112803","2018-112803","-0,68",0,"Berechtigte Ablehnung einer autorisierten Überweisung / Deutsche Bank","6855 Nebenkosten des Geldverkehrs [EUR 0,68] <-- 1800 Bank [EUR 0,68]","2019-11-05 20:07:14","2019-11-05 20:07:14",NULL
1340,1,"2018-11-27","2018-112702","2018-112702","-0,68",0,"Berechtigte Ablehnung einer autorisierten Überweisung / Deutsche Bank","6855 Nebenkosten des Geldverkehrs [EUR 0,68] <-- 1800 Bank [EUR 0,68]","2019-11-05 20:06:56","2019-11-05 20:06:56",NULL
1339,1,"2018-11-06","2018-110605","2018-110605","-0,68",0,"Berechtigte Ablehnung einer autorisierten Überweisung / Deutsche Bank","6855 Nebenkosten des Geldverkehrs [EUR 0,68] <-- 1800 Bank [EUR 0,68]","2019-11-05 20:06:38","2019-11-05 20:06:38",NULL
1338,1,"2018-10-03","2018-100303","2018-100303","-0,68",0,"Berechtigte Ablehnung einer autorisierten Überweisung / Deutsche Bank","6855 Nebenkosten des Geldverkehrs [EUR 0,68] <-- 1800 Bank [EUR 0,68]","2019-11-05 20:05:52","2019-11-05 20:05:52",NULL
1337,1,"2018-10-02","2018-100204","2018-100204","-0,89",0,"Privatzahlung / Bank","2100 Privatentnahmen allgemein [EUR 0,89] <-- 1800 Bank [EUR 0,89]","2019-11-05 20:04:05","2019-11-05 20:04:05",NULL
1336,1,"2018-09-21","2018-092104","2018-092104","-33,99",0,"Privatzahlung / Bank","2100 Privatentnahmen allgemein [EUR 33,99] <-- 1800 Bank [EUR 33,99]","2019-11-05 20:02:16","2019-11-05 20:02:16",NULL
1335,1,"2018-09-19","2018-091903","2018-091903","-1,15",0,"Privatzahlung / Bank","2100 Privatentnahmen allgemein [EUR 1,15] <-- 1800 Bank [EUR 1,15]","2019-11-05 19:59:49","2019-11-05 19:59:49",NULL
1334,1,"2018-11-14","2018-111402","2018-111402","-10,00",0,"Strafzettel / Landeshauptkasse Berlin","2100 Privatentnahmen allgemein [EUR 10,00] <-- 1800 Bank [EUR 10,00]","2019-11-05 19:59:00","2019-11-05 19:59:00",NULL
1333,1,"2018-11-29","2018-112901","2018-112901","-35,00",0,"Strafzettel / Landeshauptkasse Berlin","2100 Privatentnahmen allgemein [EUR 35,00] <-- 1800 Bank [EUR 35,00]","2019-11-05 19:58:42","2019-11-05 19:58:42",NULL
1332,1,"2018-09-20","2018-092002","2018-092002","-10,00",0,"Strafzettel / Landeshauptkasse Berlin","2100 Privatentnahmen allgemein [EUR 10,00] <-- 1800 Bank [EUR 10,00]","2019-11-05 19:58:05","2019-11-05 19:58:05",NULL
1331,1,"2018-09-17","2018-091704","2018-091704","-10,00",0,"Strafzettel / Landeshauptkasse Berlin","2100 Privatentnahmen allgemein [EUR 10,00] <-- 1800 Bank [EUR 10,00]","2019-11-05 19:56:25","2019-11-05 19:56:25",NULL
1330,1,"2018-09-13","2018-091305","2018-091305","-3,48",0,"Privatzahlung / Bank","2100 Privatentnahmen allgemein [EUR 3,48] <-- 1800 Bank [EUR 3,48]","2019-11-05 19:55:27","2019-11-05 19:55:27",NULL
1329,1,"2018-09-10","2018-091009","2018-091009","-20,61",0,"34/484/00779 USt. Vorauszahlung 2.Quartal 2018","3820 Umsatzsteuer-Vorauszahlungen [EUR 20,61] <-- 1800 Bank [EUR 20,61]","2019-11-05 19:53:27","2019-11-05 19:53:27",NULL
1328,1,"2018-09-10","2018-091008","2018-091008","-0,88",0,"Privatzahlung / Bank","2100 Privatentnahmen allgemein [EUR 0,88] <-- 1800 Bank [EUR 0,88]","2019-11-05 19:52:13","2019-11-05 19:52:13",NULL
1327,1,"2018-09-03","2018-090304","2018-090304","-0,68",0,"Berechtigte Ablehnung einer autorisierten Überweisung / Deutsche Bank","6855 Nebenkosten des Geldverkehrs [EUR 0,68] <-- 1800 Bank [EUR 0,68]","2019-11-05 19:51:14","2019-11-05 19:51:14",NULL
1326,1,"2018-08-29","2018-082903","2018-082903","-0,68",0,"Kreditkarte Visa / Landesbank Berlin","6855 Nebenkosten des Geldverkehrs [EUR 0,68] <-- 1800 Bank [EUR 0,68]","2019-11-05 19:49:03","2019-11-05 19:49:03",NULL
1325,1,"2018-08-14","2018-081406","2018-081406","-4,17",0,"Privatzahlung / Bank","2100 Privatentnahmen allgemein [EUR 4,17] <-- 1800 Bank [EUR 4,17]","2019-11-05 19:45:48","2019-11-05 19:45:48",NULL
1324,1,"2018-08-08","2018-080801","2018-080801","-9,99",0,"Diesel / TotalCard","6855 Nebenkosten des Geldverkehrs [EUR 9,99] <-- 1800 Bank [EUR 9,99]","2019-11-05 19:44:24","2019-11-05 19:44:24",NULL
1323,1,"2018-07-23","2018-072304","2018-072304","-23,94",0,"Privatzahlung / Bank","2100 Privatentnahmen allgemein [EUR 23,94] <-- 1800 Bank [EUR 23,94]","2019-11-05 19:42:31","2019-11-05 19:42:31",NULL
1322,1,"2018-07-20","2018-072003","2018-072003","-32,08",0,"Privatzahlung / Bank","2100 Privatentnahmen allgemein [EUR 32,08] <-- 1800 Bank [EUR 32,08]","2019-11-05 19:42:09","2019-11-05 19:42:09",NULL
1321,1,"2018-07-18","2018-071804","2018-071804","-72,09",0,"Privatzahlung / Bank","2100 Privatentnahmen allgemein [EUR 72,09] <-- 1800 Bank [EUR 72,09]","2019-11-05 19:40:36","2019-11-05 19:40:36",NULL
1319,1,"2018-11-01","2018-110102","2018-110102","-45,00",0,"Fitness First Germany Gendarmenmarkt/Mitte","2100 Privatentnahmen allgemein [EUR 45,00] <-- 1800 Bank [EUR 45,00]","2019-11-05 19:39:23","2019-11-05 19:39:23",NULL
1318,1,"2018-10-01","2018-100107","2018-100107","-45,00",0,"Fitness First Germany Gendarmenmarkt/Mitte","2100 Privatentnahmen allgemein [EUR 45,00] <-- 1800 Bank [EUR 45,00]","2019-11-05 19:39:04","2019-11-05 19:39:04",NULL
1317,1,"2018-09-03","2018-090303","2018-090303","-45,00",0,"Fitness First Germany Gendarmenmarkt/Mitte","2100 Privatentnahmen allgemein [EUR 45,00] <-- 1800 Bank [EUR 45,00]","2019-11-05 19:38:43","2019-11-05 19:38:43",NULL
1316,1,"2018-08-01","2018-080104","2018-080104","-45,00",0,"Fitness First Germany Gendarmenmarkt/Mitte","2100 Privatentnahmen allgemein [EUR 45,00] <-- 1800 Bank [EUR 45,00]","2019-11-05 19:38:14","2019-11-05 19:38:14",NULL
1315,1,"2018-07-18","2018-071803","2018-071803","-49,00",0,"Fitness First Germany Gendarmenmarkt/Mitte","2100 Privatentnahmen allgemein [EUR 49,00] <-- 1800 Bank [EUR 49,00]","2019-11-05 19:37:17","2019-11-05 19:37:17",NULL
1314,1,"2018-11-13","2018-111308","2018-111308","-7,50",0,"Rechtsschutz Mahngebühr / Zurich","6855 Nebenkosten des Geldverkehrs [EUR 7,50] <-- 1800 Bank [EUR 7,50]","2019-11-05 19:33:32","2019-11-05 19:34:17",NULL
1313,1,"2018-11-13","2018-111307","2018-111307","-86,37",0,"Rechtsschutz Taxi B-E4305 / Zurich","6400 Versicherungen [EUR 86,37] <-- 1800 Bank [EUR 86,37]","2019-11-05 19:32:49","2019-11-05 19:32:49",NULL
1311,1,"2018-07-03","2018-070307","2018-070307","-86,37",0,"Rechtsschutz Taxi B-E4305 / Zurich","6400 Versicherungen [EUR 86,37] <-- 1800 Bank [EUR 86,37]","2019-11-05 19:30:28","2019-11-05 19:30:28",NULL
1310,1,"2018-04-04","2018-040409","2018-040409","-86,37",0,"Rechtsschutz Taxi B-E4305 / Zurich","6400 Versicherungen [EUR 86,37] <-- 1800 Bank [EUR 86,37]","2019-11-05 19:29:38","2019-11-05 19:29:38",NULL
1309,1,"2018-06-08","2018-060803","2018-060803","-135,30",0,"Veststellung der Vaterschaft / RA Schweickhardt","2100 Privatentnahmen allgemein [EUR 135,30] <-- 1800 Bank [EUR 135,30]","2019-11-05 19:24:47","2019-11-05 19:24:47",NULL
1308,1,"2018-12-03","2018-120302","2018-120302","-34,82",0,"Festnetz und Internet, Lehrter Str. 8 / Telekom","6810 Telefax und Internetkosten [EUR 34,82] <-- 1800 Bank [EUR 34,82]","2019-11-05 19:23:21","2019-11-05 19:23:21",NULL
1307,1,"2018-11-01","2018-110101","2018-110101","-34,82",0,"Festnetz und Internet, Lehrter Str. 8 / Telekom","6810 Telefax und Internetkosten [EUR 34,82] <-- 1800 Bank [EUR 34,82]","2019-11-05 19:22:58","2019-11-05 19:22:58",NULL
1306,1,"2018-10-01","2018-100106","2018-100106","-34,82",0,"Festnetz und Internet, Lehrter Str. 8 / Telekom","6810 Telefax und Internetkosten [EUR 34,82] <-- 1800 Bank [EUR 34,82]","2019-11-05 19:22:27","2019-11-05 19:22:27",NULL
1305,1,"2018-09-10","2018-091007","2018-091007","-34,82",0,"Festnetz und Internet, Lehrter Str. 8 / Telekom","6810 Telefax und Internetkosten [EUR 34,82] <-- 1800 Bank [EUR 34,82]","2019-11-05 19:22:03","2019-11-05 19:22:03",NULL
1304,1,"2018-08-23","2018-082304","2018-082304","-80,15",0,"Festnetz und Internet, Lehrter Str. 8 / Telekom","6810 Telefax und Internetkosten [EUR 80,15] <-- 1800 Bank [EUR 80,15]","2019-11-05 19:21:34","2019-11-05 19:21:34",NULL
1303,1,"2018-07-24","2018-072403","2018-072403","-37,82",0,"Festnetz und Internet, Lehrter Str. 8 / Telekom","6810 Telefax und Internetkosten [EUR 37,82] <-- 1800 Bank [EUR 37,82]","2019-11-05 19:20:55","2019-11-05 19:20:55",NULL
1302,1,"2018-06-29","2018-062905","2018-062905","-38,25",0,"Festnetz und Internet, Lehrter Str. 8 / Telekom","6810 Telefax und Internetkosten [EUR 38,25] <-- 1800 Bank [EUR 38,25]","2019-11-05 19:20:22","2019-11-05 19:20:22",NULL
1301,1,"2018-06-08","2018-060802","2018-060802","-38,46",0,"Festnetz und Internet, Lehrter Str. 8 / Telekom","6810 Telefax und Internetkosten [EUR 38,46] <-- 1800 Bank [EUR 38,46]","2019-11-05 19:20:07","2019-11-05 19:20:07",NULL
1300,1,"2018-05-23","2018-052317","2018-052317","-40,32",0,"Festnetz und Internet, Lehrter Str. 8 / Telekom","6810 Telefax und Internetkosten [EUR 40,32] <-- 1800 Bank [EUR 40,32]","2019-11-05 19:19:12","2019-11-05 19:19:12",NULL
1299,1,"2018-12-18","2018-121805","2018-121805","+800,00",0,"Berufsgenossenschaft f. Verkehr Hamburg (Auszahlung Verletztengeld)","1800 Bank [EUR 800,00] <-- 6120 Beiträge zur Berufsgenossenschaft [EUR 800,00]","2019-11-05 19:03:30","2019-11-05 19:03:30",NULL
1298,1,"2018-05-23","2018-052316","2018-052316","-221,17",0,"Berufsgenossenschaft f. Verkehr Hamburg","6120 Beiträge zur Berufsgenossenschaft [EUR 221,17] <-- 1800 Bank [EUR 221,17]","2019-11-05 19:01:13","2019-11-05 19:01:13",NULL
1297,1,"2018-05-23","2018-052315","2018-052315","+6.055,97",0,"34/484/00779 USt. Erstattung 1.Quartal 2018","1800 Bank [EUR 6.055,97] <-- 1420 Forderungen aus UmsatzsteuerVorauszahlungen [EUR 6.055,97]","2019-11-05 18:56:39","2019-11-05 18:56:39",NULL
1296,1,"2018-05-21","2018-052104","2018-052104","-223,32",0,"Privatzahlung / Bank","2100 Privatentnahmen allgemein [EUR 223,32] <-- 1800 Bank [EUR 223,32]","2019-11-05 18:46:54","2019-11-05 18:46:54",NULL
1295,1,"2018-05-18","2018-051804","2018-051804","-19,99",0,"Privatzahlung / Bank","2100 Privatentnahmen allgemein [EUR 19,99] <-- 1800 Bank [EUR 19,99]","2019-11-05 18:45:46","2019-11-05 18:45:46",NULL
1294,1,"2018-11-15","2018-111505","2018-111505","-34,98",0,"Rundfunk ARD, ZDF, Deutschland Radio","6420 Beiträge [EUR 34,98] <-- 1800 Bank [EUR 34,98]","2019-11-05 18:44:47","2019-11-05 18:44:47",NULL
1293,1,"2018-08-15","2018-081507","2018-081507","-34,98",0,"Rundfunk ARD, ZDF, Deutschland Radio","6420 Beiträge [EUR 34,98] <-- 1800 Bank [EUR 34,98]","2019-11-05 18:44:05","2019-11-05 18:44:05",NULL
1292,1,"2018-05-15","2018-051504","2018-051504","-34,98",0,"Rundfunk ARD, ZDF, Deutschland Radio","6420 Beiträge [EUR 34,98] <-- 1800 Bank [EUR 34,98]","2019-11-05 18:43:20","2019-11-05 18:43:20",NULL
1291,1,"2018-12-03","2018-120301","2018-120301","50,00",0,"Auszahlung Geldautomat","1600 Kasse [EUR 50,00] <-- 1800 Bank [EUR 50,00]","2019-11-05 18:40:37","2019-11-05 18:40:37",NULL
1290,1,"2018-07-09","2018-070903","2018-070903","300,00",0,"Auszahlung Geldautomat","1600 Kasse [EUR 300,00] <-- 1800 Bank [EUR 300,00]","2019-11-05 18:39:34","2019-11-05 18:39:34",NULL
1289,1,"2018-05-11","2018-051102","2018-051102","200,00",0,"Auszahlung Geldautomat","1600 Kasse [EUR 200,00] <-- 1800 Bank [EUR 200,00]","2019-11-05 18:38:20","2019-11-05 18:38:20",NULL
1288,1,"2018-05-10","2018-051004","2018-051004","-4,17",0,"Privatzahlung / Bank","2100 Privatentnahmen allgemein [EUR 4,17] <-- 1800 Bank [EUR 4,17]","2019-11-05 18:37:15","2019-11-05 18:37:15",NULL
1287,1,"2018-03-19","2018-031905","2018-031905","-380,29",0,"Kreditkarte Visa / Landesbank Berlin","2100 Privatentnahmen allgemein [EUR 380,29] <-- 1800 Bank [EUR 380,29]","2019-11-05 18:35:32","2019-11-05 18:35:32",NULL
1286,1,"2018-03-12","2018-031206","2018-031206","-336,70",0,"Kreditkarte Visa / Landesbank Berlin","2100 Privatentnahmen allgemein [EUR 336,70] <-- 1800 Bank [EUR 336,70]","2019-11-05 18:35:13","2019-11-05 18:35:13",NULL
1285,1,"2018-05-24","2018-052401","2018-052401","-582,10",0,"Kreditkarte Visa / Landesbank Berlin","2100 Privatentnahmen allgemein [EUR 582,10] <-- 1800 Bank [EUR 582,10]","2019-11-05 18:34:08","2019-11-05 18:34:08",NULL
1284,1,"2018-05-23","2018-052314","2018-052314","-100,00",0,"Kreditkarte Visa / Landesbank Berlin","2100 Privatentnahmen allgemein [EUR 100,00] <-- 1800 Bank [EUR 100,00]","2019-11-05 18:33:44","2019-11-05 18:33:44",NULL
1282,1,"2018-09-18","2018-091803","2018-091803","-203,00",0,"Kreditkarte Visa / Landesbank Berlin","2100 Privatentnahmen allgemein [EUR 203,00] <-- 1800 Bank [EUR 203,00]","2019-11-05 18:29:50","2019-11-05 18:29:50",NULL
1281,1,"2018-09-10","2018-091006","2018-091006","-512,95",0,"Kreditkarte Visa / Landesbank Berlin","2100 Privatentnahmen allgemein [EUR 512,95] <-- 1800 Bank [EUR 512,95]","2019-11-05 18:29:28","2019-11-05 18:29:28",NULL
1280,1,"2018-12-20","2018-122006","2018-122006","-630,23",0,"Kreditkarte Visa / Landesbank Berlin","2100 Privatentnahmen allgemein [EUR 630,23] <-- 1800 Bank [EUR 630,23]","2019-11-05 18:27:31","2019-11-05 18:27:31",NULL
1279,1,"2018-11-28","2018-112802","2018-112802","-64,83",0,"Kreditkarte Visa / Landesbank Berlin","2100 Privatentnahmen allgemein [EUR 64,83] <-- 1800 Bank [EUR 64,83]","2019-11-05 18:26:42","2019-11-05 18:26:42",NULL
1278,1,"2018-10-01","2018-100105","2018-100105","-500,00",0,"Kreditkarte Visa / Landesbank Berlin","2100 Privatentnahmen allgemein [EUR 500,00] <-- 1800 Bank [EUR 500,00]","2019-11-05 18:26:01","2019-11-05 18:26:01",NULL
1277,1,"2018-09-28","2018-092803","2018-092803","-16,77",0,"Kreditkarte Visa / Landesbank Berlin","2100 Privatentnahmen allgemein [EUR 16,77] <-- 1800 Bank [EUR 16,77]","2019-11-05 18:25:19","2019-11-05 18:25:19",NULL
1276,1,"2018-07-17","2018-071706","2018-071706","-700,00",0,"Kreditkarte Visa / Landesbank Berlin","2100 Privatentnahmen allgemein [EUR 700,00] <-- 1800 Bank [EUR 700,00]","2019-11-05 18:24:21","2019-11-05 18:24:21",NULL
1275,1,"2018-06-28","2018-062805","2018-062805","-239,48",0,"Kreditkarte Visa / Landesbank Berlin","2100 Privatentnahmen allgemein [EUR 239,48] <-- 1800 Bank [EUR 239,48]","2019-11-05 18:20:56","2019-11-05 18:20:56",NULL
1274,1,"2018-05-03","2018-050304","2018-050304","-500,00",0,"Kreditkarte Visa / Landesbank Berlin","2100 Privatentnahmen allgemein [EUR 500,00] <-- 1800 Bank [EUR 500,00]","2019-11-05 18:20:26","2019-11-05 18:20:26",NULL
1273,1,"2018-04-12","2018-041203","2018-041203","-168,08",0,"Privatzahlung / Bank","2100 Privatentnahmen allgemein [EUR 168,08] <-- 1800 Bank [EUR 168,08]","2019-11-05 18:14:13","2019-11-05 18:14:13",NULL
1272,1,"2018-12-07","2018-120703","2018-120703","-33,00",0,"Strom Wohnung Lehrter Str. 8, 10557 Berlin","2100 Privatentnahmen allgemein [EUR 33,00] <-- 1800 Bank [EUR 33,00]","2019-11-05 18:12:40","2019-11-05 18:12:40",NULL
1271,1,"2018-11-07","2018-110701","2018-110701","-33,00",0,"Strom Wohnung Lehrter Str. 8, 10557 Berlin","2100 Privatentnahmen allgemein [EUR 33,00] <-- 1800 Bank [EUR 33,00]","2019-11-05 18:12:13","2019-11-05 18:12:13",NULL
1270,1,"2018-10-08","2018-100802","2018-100802","-33,00",0,"Strom Wohnung Lehrter Str. 8, 10557 Berlin","2100 Privatentnahmen allgemein [EUR 33,00] <-- 1800 Bank [EUR 33,00]","2019-11-05 18:11:37","2019-11-05 18:11:37",NULL
1269,1,"2018-09-07","2018-090704","2018-090704","-33,00",0,"Strom Wohnung Lehrter Str. 8, 10557 Berlin","2100 Privatentnahmen allgemein [EUR 33,00] <-- 1800 Bank [EUR 33,00]","2019-11-05 18:11:12","2019-11-05 18:11:12",NULL
1268,1,"2018-08-07","2018-080705","2018-080705","-33,00",0,"Strom Wohnung Lehrter Str. 8, 10557 Berlin","2100 Privatentnahmen allgemein [EUR 33,00] <-- 1800 Bank [EUR 33,00]","2019-11-05 18:10:40","2019-11-05 18:10:40",NULL
1267,1,"2018-07-09","2018-070902","2018-070902","-33,00",0,"Strom Wohnung Lehrter Str. 8, 10557 Berlin","2100 Privatentnahmen allgemein [EUR 33,00] <-- 1800 Bank [EUR 33,00]","2019-11-05 18:10:17","2019-11-05 18:10:17",NULL
1266,1,"2018-06-07","2018-060704","2018-060704","-33,00",0,"Strom Wohnung Lehrter Str. 8, 10557 Berlin","2100 Privatentnahmen allgemein [EUR 33,00] <-- 1800 Bank [EUR 33,00]","2019-11-05 18:06:52","2019-11-05 18:06:52",NULL
1265,1,"2018-05-07","2018-050704","2018-050704","-33,00",0,"Strom Wohnung Lehrter Str. 8, 10557 Berlin","2100 Privatentnahmen allgemein [EUR 33,00] <-- 1800 Bank [EUR 33,00]","2019-11-05 18:06:25","2019-11-05 18:06:25",NULL
1264,1,"2018-04-09","2018-040904","2018-040904","-33,00",0,"Strom Wohnung Lehrter Str. 8, 10557 Berlin","2100 Privatentnahmen allgemein [EUR 33,00] <-- 1800 Bank [EUR 33,00]","2019-11-05 17:22:40","2019-11-05 17:22:40",NULL
1263,1,"2018-03-07","2018-030707","2018-030707","-33,00",0,"Strom Wohnung Lehrter Str. 8, 10557 Berlin","2100 Privatentnahmen allgemein [EUR 33,00] <-- 1800 Bank [EUR 33,00]","2019-11-05 17:22:14","2019-11-05 17:22:14",NULL
1262,1,"2018-04-06","2018/350-SHK","2018-040608","-285,72",0,"Arbeitslohnstreit Taxibetrieb / RA Schweickhardt","6825 Rechts- und Beratungskosten [EUR 285,72] <-- 1800 Bank [EUR 285,72]","2019-11-05 16:57:47","2019-11-05 16:57:47",NULL
1261,1,"2018-04-03","2018-040306","2018-040306","-84,00",0,"Jahresbeitrag / ADAC","6420 Beiträge [EUR 84,00] <-- 1800 Bank [EUR 84,00]","2019-11-05 16:38:02","2019-11-05 16:38:02",NULL
1260,1,"2018-10-22","EU1182405","2018-102205","31,97",9,"NOVAATO Premium Monitorhalterung / Bürobedarf","6816 Bürobedarf 19% Vorsteuer [EUR 26,87], 1406 [EUR 5,10] <-- 2100 Privatentnahmen allgemein [EUR 31,97]","2019-11-05 15:53:56","2019-11-05 15:53:56",NULL
1259,1,"2018-08-21",6926226401,"2018-082107","99,00",9,"APPLE DEVELOPER PROGRAM / BTV","5906 Fremdleistungen 19% Vorsteuer [EUR 83,19], 1406 [EUR 15,81] <-- 2100 Privatentnahmen allgemein [EUR 99,00]","2019-11-05 15:47:29","2019-11-05 15:47:29",NULL
1258,1,"2018-08-03",20182291,"2018-080306","-91,90",9,"Werkstattreparatur B-E4305, ABS Fahrzeugtechnik GmbH","5906 Fremdleistungen 19% Vorsteuer [EUR 77,23], 1406 [EUR 14,67] <-- 1800 Bank [EUR 91,90]","2019-11-05 15:42:13","2019-11-05 15:42:13",NULL
1257,1,"2018-06-08","2018-060801","2018-060801","44,90",9,"Speicherfestplatte / Bürobedarf","5400 Wareneingang 19% Vorsteuer [EUR 37,73], 1406 [EUR 7,17] <-- 2100 Privatentnahmen allgemein [EUR 44,90]","2019-11-05 15:40:04","2019-11-05 15:40:04",NULL
1256,1,"2018-06-07","2018-060703","2018-060703","-39,81",0,"Datenübertragungssoftware Transmit / Panic Inc.","0135 EDV-Software (Lizenzen) [EUR 39,81] <-- 1800 Bank [EUR 39,81]","2019-11-05 15:34:41","2019-11-05 15:34:41",NULL
1255,1,"2018-12-20","AEU-INV-DE-2018-325679007","2018-122005","39,99",9,"Brodit 511577 Passiv Halterung mit Kugelgelenk / Taxihalterung","5400 Wareneingang 19% Vorsteuer [EUR 33,61], 1406 [EUR 6,38] <-- 2100 Privatentnahmen allgemein [EUR 39,99]","2019-11-05 15:29:43","2019-11-05 15:29:43",NULL
1254,1,"2018-12-27","R1218-8350559","2018-122706","-75,00",0,"Privatzahlung / Bank","2100 Privatentnahmen allgemein [EUR 75,00] <-- 1800 Bank [EUR 75,00]","2019-11-05 15:27:08","2019-11-05 15:27:08",NULL
1253,1,"2018-12-20","U2018-5211431-1/1","2018-122004","-259,95",9,"Apple iPad 2018 9,7 Zoll mit WiFi Silber, 32 GB / bargeldlose Zahlungen im Taxi","5400 Wareneingang 19% Vorsteuer [EUR 218,45], 1406 [EUR 41,50] <-- 1800 Bank [EUR 259,95]","2019-11-05 15:21:54","2019-11-05 15:21:54",NULL
1252,1,"2018-11-23","570C44C-0004","2018-112301","4,04",0,"Webtutorials Monatsgebühr / Laracasts.com","6821 Fortbildungskosten [EUR 4,04] <-- 2100 Privatentnahmen allgemein [EUR 4,04]","2019-11-05 15:18:29","2019-11-05 15:18:29",NULL
1251,1,"2018-04-13","INV10748165","2018-041305","-19,95",0,"Webtutorial Monatsgebühr / Lynda.com","6821 Fortbildungskosten [EUR 19,95] <-- 1800 Bank [EUR 19,95]","2019-11-05 15:14:11","2019-11-05 15:14:11",NULL
